ID,Price,Levy,Brand,Model,Year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Fuel Efficiency
36853378,100,-,bmw,x5,2004,Jeep,Yes,Diesel,3.0 Turbo,77000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,15.619047619047619
45798197,11992,687,hyundai,elantra,2010,Sedan,Yes,Petrol,1.6,124900 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,28.050505050505052
45730670,28830,530,hyundai,elantra,2013,Sedan,Yes,Petrol,1.6,56764 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45788550,7840,1132,toyota,prius,2006,Sedan,No,Hybrid,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6,48.625
45773925,392,1018,cadillac,cts,2011,Sedan,Yes,Petrol,3,260128 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,19.220338983050848
45809334,17327,271,honda,fit,2014,Universal,Yes,Hybrid,1.5,121000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,31.692307692307693
45648060,5018,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45810273,25456,642,chevrolet,malibu,2012,Sedan,Yes,Petrol,2,135965 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,24.815384615384616
45792274,5018,1079,hyundai,elantra,2018,Sedan,Yes,Petrol,2,61398 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,28.050505050505052
45787175,27284,831,nissan,juke,2017,Jeep,Yes,Petrol,1.6 Turbo,47533 km,4.0,Automatic,Front,04-May,Left wheel,White,12,28.571428571428573
45797937,17484,583,hyundai,elantra,2011,Sedan,Yes,Petrol,1.6,128147 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45733383,26180,836,hyundai,sonata,2010,Sedan,Yes,Petrol,2,51476 km,4.0,Automatic,Front,04-May,Left wheel,White,4,23.79824561403509
45760577,6586,-,honda,civic,1998,Coupe,No,Petrol,1.4,152000 km,4.0,Manual,Front,02-Mar,Left wheel,Purple,2,29.164473684210527
45801887,12585,687,hyundai,elantra,2010,Sedan,Yes,Petrol,1.6,128965 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45521157,16308,-,volkswagen,passat,2013,Sedan,Yes,Petrol,2.5,96000 km,5.0,Tiptronic,Front,04-May,Left wheel,Silver,10,23.346153846153847
45784421,17249,-,volkswagen,jetta,2014,Sedan,Yes,Hybrid,1.8,1000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8,27.428571428571427
45793969,11290,-,toyota,prius,2007,Hatchback,No,Hybrid,1.4,264000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,48.625
45797469,18346,730,hyundai,elantra,2016,Sedan,Yes,LPG,1.6,33553 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,28.050505050505052
45811570,13485,-,volkswagen,passat,2008,Sedan,Yes,Petrol,2.0 Turbo,176000 km,6.0,Manual,Front,04-May,Left wheel,Black,12,23.346153846153847
45586984,21169,-,toyota,prius,2014,Hatchback,No,Hybrid,1.8,76000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,48.625
45813521,627,502,honda,civic,2013,Sedan,Yes,Hybrid,1.5,95822 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,29.164473684210527
45767796,9565,915,audi,a7,2014,Hatchback,Yes,Petrol,3,191373 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0,24.0
45803353,10036,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,689476 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
45772587,2352,1018,audi,q7,2011,Sedan,Yes,Diesel,3,232554 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,0,19.058823529411764
45795279,36065,-,bmw,x5,2011,Jeep,Yes,Diesel,3.5,105000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,15.619047619047619
45813834,3293,1533,dodge,challenger,2016,Coupe,Yes,Petrol,3.6,126038 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12,18.81159420289855
45759188,12231,640,kia,optima,2013,Sedan,Yes,Petrol,2,35008 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,24.349206349206348
45803350,9252,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,640791 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
45812775,3920,779,toyota,camry,2013,Sedan,Yes,Petrol,2.5,308694 km,4.0,Automatic,Front,04-May,Left wheel,Grey,11,23.541353383458645
45454513,21639,639,chevrolet,cruze,2014,Sedan,Yes,Diesel,2,101922 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,31.0
45778719,12544,765,ford,focus,2015,Sedan,No,Petrol,2,72114 km,4.0,Automatic,Front,04-May,Left wheel,White,0,24.92105263157895
45790420,17876,595,toyota,prius c,2015,Hatchback,No,Petrol,1.5,71300 km,4.0,Automatic,Front,04-May,Left wheel,White,6,48.22222222222222
45759819,4234,-,volkswagen,jetta,2002,Sedan,No,CNG,2,0 km,6.0,Manual,Front,04-May,Left wheel,Blue,6,27.428571428571427
45651588,10192,456,lexus,es 350,2015,Sedan,Yes,Hybrid,2.5,40386 km,4.0,Automatic,Front,04-May,Left wheel,White,12,24.05263157894737
45809555,65817,830,honda,civic,2019,Sedan,Yes,Petrol,1.5,14542 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,29.164473684210527
45665124,18503,584,hyundai,elantra,2014,Sedan,No,Petrol,1.8,150000 km,6.0,Tiptronic,Front,04-May,Left wheel,Grey,8,28.050505050505052
45810071,35617,1249,chevrolet,impala,2017,Sedan,Yes,Petrol,2.5,56486 km,4.0,Automatic,Front,04-May,Left wheel,Golden,4,21.639344262295083
45801516,28909,831,hyundai,elantra,2017,Sedan,Yes,Diesel,1.6,98000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45642019,17249,584,volkswagen,passat,2014,Sedan,Yes,Petrol,1.8 Turbo,52000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,23.346153846153847
45801663,19384,583,hyundai,elantra,2011,Sedan,Yes,Petrol,1.6,127983 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,28.050505050505052
45773576,188,781,toyota,camry,2012,Jeep,Yes,Hybrid,2.5,268683 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,23.541353383458645
45652841,3450,831,hyundai,sonata,2011,Sedan,Yes,Hybrid,2.4,224349 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,23.79824561403509
45798309,16778,531,hyundai,elantra,2012,Sedan,Yes,Petrol,1.6,41279 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45776893,21012,-,toyota,prius,2012,Sedan,Yes,Hybrid,1.8,165000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,48.625
45633614,862,333,ford,fusion,2014,Sedan,Yes,Hybrid,2,186048 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,22.444444444444443
45809222,15486,609,honda,fit,2016,Hatchback,Yes,Petrol,1.3,66890 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,31.692307692307693
45803150,11290,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,257646 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45774281,1490,562,chevrolet,cruze,2015,Sedan,Yes,Petrol,1.4,167317 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,31.0
45767361,6586,259,chevrolet,volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,39.22222222222222
44279469,6743,-,honda,fit,2003,Hatchback,No,Petrol,1.3,134000 km,2.0,Variator,Front,04-May,Right-hand drive,Yellow,6,31.692307692307693
45759885,282,2455,lexus,gx 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,15.0
45803174,18760,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,245705 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45732753,14740,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,50534 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45648493,549,1750,toyota,highlander,2008,Jeep,Yes,Hybrid,3.3,269013 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,23.375
45066288,15367,761,toyota,prius,2010,Sedan,Yes,Hybrid,1.8,93000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,48.625
45816635,13172,761,toyota,prius,2010,Hatchback,No,Hybrid,1.8,90532 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45641190,3136,781,toyota,camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45770891,1882,746,toyota,prius,2009,Sedan,Yes,Hybrid,1.5,142426 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45761355,15681,585,hyundai,elantra,2013,Sedan,No,Petrol,1.8,41600 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,28.050505050505052
45766670,1490,1360,lexus,gx 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,15.0
44672570,18189,697,hyundai,elantra,2015,Sedan,No,Petrol,1.8,17000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,28.050505050505052
45794602,3763,-,volkswagen,golf,1997,Hatchback,No,CNG,2,25000 km,4.0,Manual,Front,04-May,Left wheel,Grey,2,28.6625
45732620,8386,639,hyundai,sonata,2014,Sedan,Yes,LPG,2,565573 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
45782011,24148,-,kia,optima,2014,Sedan,No,Hybrid,2.4,66000 km,6.0,Tiptronic,Front,04-May,Left wheel,White,12,24.349206349206348
45776628,6899,-,suzuki,grand vitara,2000,Jeep,Yes,CNG,2.5,348800 km,6.0,Automatic,Rear,04-May,Left wheel,White,2,19.5
45810640,6272,364,chevrolet,spark,2012,Hatchback,Yes,Petrol,1,75407 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,33.1
45065028,18189,-,ford,fiesta,2017,Hatchback,No,Petrol,1.6,53000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,31.5
45788318,17876,-,volkswagen,jetta,2015,Sedan,No,Petrol,2.0 Turbo,49656 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10,27.428571428571427
45729849,549,474,fiat,500,2013,Hatchback,Yes,Petrol,1.4,170459 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,30.0
45787148,27284,456,toyota,camry,2015,Sedan,Yes,Hybrid,2.5,80000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12,23.541353383458645
45801472,13589,531,hyundai,elantra,2012,Sedan,Yes,Petrol,1.6,162911 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45633845,6429,1405,bmw,x5,2009,Jeep,Yes,Diesel,3,262072 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0,15.619047619047619
45433462,15524,761,toyota,prius,2010,Hatchback,No,Hybrid,1.8,124000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,48.625
45791856,13799,1505,ford,transit connect,2012,Goods wagon,No,Diesel,1.8 Turbo,143560 km,4.0,Manual,Front,04-May,Right-hand drive,White,2,22.5
45792232,8781,642,kia,optima,2012,Sedan,Yes,Petrol,2,46208 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,24.349206349206348
45785990,62095,714,toyota,avalon,2018,Sedan,Yes,Hybrid,3,80000 km,8.0,Variator,Front,04-May,Left wheel,Grey,10,23.066666666666666
45641186,3763,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45732831,8006,836,hyundai,sonata,2010,Sedan,Yes,LPG,2,66760 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,23.79824561403509
45813225,706,585,hyundai,elantra,2013,Sedan,Yes,Petrol,1.8,230746 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,28.050505050505052
45772720,1960,830,toyota,yaris,2019,Sedan,Yes,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,White,12,32.3448275862069
45759173,8781,642,kia,optima,2012,Sedan,Yes,Petrol,2,46208 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,24.349206349206348
45787139,18189,640,volkswagen,cc,2013,Sedan,Yes,Petrol,2,134400 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12,24.25
45158060,31047,1077,hyundai,veloster,2019,Hatchback,No,Petrol,2,12000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12,29.08823529411765
45550444,17249,502,toyota,prius c,2013,Hatchback,Yes,Hybrid,1.5,90000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,48.22222222222222
45760641,9408,1109,honda,fit,2014,Hatchback,No,Hybrid,1.3,139000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2,31.692307692307693
45732788,5175,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,537500 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
44585865,11290,1266,honda,fit,2014,Hatchback,No,Hybrid,1.5,60000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,31.692307692307693
45732710,10976,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,662021 km,4.0,Automatic,Front,04-May,Left wheel,White,4,23.79824561403509
45660729,282,753,hyundai,sonata,2012,Sedan,Yes,Hybrid,2.4,93816 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,23.79824561403509
45765167,4391,474,fiat,500,2013,Jeep,Yes,Petrol,1.4,107054 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,30.0
45812816,6272,-,volkswagen,passat,2000,Sedan,Yes,Petrol,2.8,250000 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6,23.346153846153847
45766160,5645,-,volkswagen,golf,1997,Hatchback,No,Petrol,1.4,220000 km,4.0,Manual,Front,04-May,Left wheel,Black,2,28.6625
45816283,25716,1292,bmw,x5,2016,Jeep,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,15.619047619047619
45775952,3800,-,mazda,protege,2001,Sedan,No,Petrol,1.6,11111111 km,4.0,Automatic,Front,04-May,Left wheel,White,2,25.210526315789473
45759443,94,441,hyundai,sonata,2015,Sedan,Yes,Hybrid,2.4,261928 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,23.79824561403509
45768598,941,1750,toyota,highlander,2008,Sedan,Yes,Hybrid,3.3,226094 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,23.375
45809743,7527,1203,chevrolet,camaro,2011,Coupe,Yes,Petrol,3.6,168350 km,6.0,Automatic,Rear,02-Mar,Left wheel,Red,12,19.222727272727273
45801475,16568,629,hyundai,elantra,2015,Sedan,Yes,Diesel,1.6,100535 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45655702,1803,761,toyota,prius,2010,Hatchback,Yes,Hybrid,1.8,258909 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45794317,15367,531,nissan,juke,2012,Jeep,Yes,Petrol,1.6 Turbo,139200 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,28.571428571428573
45776709,20385,562,buick,encore,2015,Jeep,Yes,Petrol,1.4,58000 km,4.0,Automatic,Front,04-May,Left wheel,White,10,28.454545454545453
45806512,784,586,toyota,prius,2012,Hatchback,Yes,Hybrid,1.8,174285 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,48.625
45770255,18817,690,honda,fit,2016,Hatchback,No,Petrol,1.5,49600 km,4.0,Automatic,Front,04-May,Left wheel,White,6,31.692307692307693
45733534,37984,891,hyundai,sonata,2016,Sedan,Yes,Petrol,2,101200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,23.79824561403509
45771968,157,585,toyota,prius,2013,Sedan,Yes,Hybrid,1.8,321616 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,48.625
45457244,14113,843,toyota,prius,2008,Hatchback,Yes,Hybrid,1.5,95520 km,4.0,Variator,Front,04-May,Left wheel,Red,0,48.625
44964694,23521,777,toyota,camry,2014,Sedan,Yes,Petrol,2.5,147845 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,23.541353383458645
45810652,13322,583,chevrolet,spark,2018,Hatchback,Yes,Petrol,1,62499 km,4.0,Automatic,Front,04-May,Left wheel,White,4,33.1
45654171,314,1646,lexus,gx 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45768388,627,1750,toyota,highlander,2008,Sedan,Yes,Hybrid,3.3,277405 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,23.375
45806394,2300,-,suzuki,swift,2005,Hatchback,No,Petrol,1.3,23000000 km,4.0,Manual,4x4,04-May,Right-hand drive,Silver,7,32.5
45762944,1725,1324,toyota,highlander,2010,Jeep,Yes,Hybrid,3.3,226198 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12,23.375
45812768,392,1325,toyota,camry,2019,Sedan,Yes,Petrol,2.5,12336 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,23.541353383458645
45809277,11726,308,honda,fit,2015,Hatchback,Yes,Hybrid,1.5,102528 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,31.692307692307693
45751015,19444,-,toyota,prius,2012,Hatchback,No,Hybrid,1.8,137000 km,4.0,Variator,Front,04-May,Left wheel,White,12,48.625
45781361,25716,891,hyundai,elantra,2016,Sedan,No,Petrol,2,45500 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,28.050505050505052
45802049,19000,-,hyundai,elantra,2013,Hatchback,Yes,Petrol,1.8,95000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6,28.050505050505052
45776727,12544,640,volkswagen,jetta,2013,Sedan,No,Petrol,2,112000 km,4.0,Manual,Front,04-May,Left wheel,Grey,10,27.428571428571427
44781690,36065,1624,lexus,rx 350,2009,Jeep,Yes,Petrol,3.5,155200 km,6.0,Tiptronic,4x4,04-May,Left wheel,Brown,12,22.692307692307693
45807562,392,441,hyundai,sonata,2015,Sedan,Yes,Hybrid,2.4,77830 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,23.79824561403509
45776275,7213,875,mitsubishi,mirage,2012,Hatchback,No,Petrol,1,111111 km,3.0,Automatic,Front,04-May,Right-hand drive,Golden,4,28.675925925925927
45816502,15367,-,hyundai,elantra,2010,Sedan,No,Petrol,1.8,230400 km,4.0,Tiptronic,Front,04-May,Left wheel,Purple,0,28.050505050505052
45760855,3450,586,toyota,prius,2012,Hatchback,Yes,Hybrid,1.8,35083 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45768668,9565,397,lexus,ct 200h,2016,Hatchback,Yes,Hybrid,1.8,71904 km,4.0,Automatic,Front,04-May,Left wheel,White,0,42.0
45198863,25089,-,volkswagen,passat,2014,Sedan,Yes,Petrol,1.8 Turbo,68000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,12,23.346153846153847
45586951,14113,765,ford,focus,2015,Sedan,No,Petrol,2,54000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,6,24.92105263157895
45748975,14740,-,toyota,camry,2007,Sedan,Yes,Hybrid,2.4,348800 km,4.0,Variator,Front,04-May,Left wheel,Grey,8,23.541353383458645
45813360,314,382,ford,fusion,2015,Sedan,Yes,Hybrid,2,91760 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,22.444444444444443
45771013,6429,830,honda,accord,2019,Sedan,Yes,Petrol,1.5,4088 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,24.688622754491018
45803523,11290,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,256355 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45803493,11604,639,hyundai,sonata,2014,Sedan,Yes,LPG,2,432435 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45809231,14269,1017,jaguar,f-pace,2017,Jeep,Yes,Diesel,2,50531 km,4.0,Automatic,4x4,04-May,Left wheel,Red,12,23.235294117647058
45623762,11917,843,toyota,prius,2008,Hatchback,No,Hybrid,1.5,190000 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,8,48.625
45749494,7056,873,mitsubishi,mirage,2014,Hatchback,No,Petrol,1,10000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,28.675925925925927
45792745,23521,-,toyota,camry,2014,Sedan,No,Petrol,2.5,167680 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,23.541353383458645
45732648,15681,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,276546 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45760582,17249,-,mitsubishi,lancer,2009,Universal,No,Petrol,2,124000 km,4.0,Variator,Front,04-May,Left wheel,White,8,24.96875
45784461,16621,-,hyundai,elantra,2012,Sedan,No,Petrol,1.8,83000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8,28.050505050505052
45815359,47,1493,lexus,rx 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12,22.692307692307693
45742212,94,-,honda,fit,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,31.692307692307693
45755941,14113,-,toyota,prius,2007,Hatchback,No,Hybrid,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,4,48.625
45634947,941,584,volkswagen,jetta,2014,Sedan,Yes,Diesel,1.8,69248 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,27.428571428571427
45773501,220,259,chevrolet,volt,2014,Hatchback,Yes,Hybrid,1.4,110958 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,39.22222222222222
45283033,12544,831,hyundai,sonata,2011,Sedan,No,Petrol,2.4,98000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,23.79824561403509
45809562,16766,584,chevrolet,cruze,2014,Sedan,Yes,Petrol,1.8,59532 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,31.0
45732824,10036,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,513137 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
40648715,103178,-,porsche,macan s,2015,Jeep,Yes,Petrol,3.0 Turbo,82500 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,19.272727272727273
45798296,6272,790,hyundai,elantra,2009,Sedan,Yes,Diesel,1.6,53256 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,28.050505050505052
45803318,15367,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,51274 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45730878,16621,1511,hyundai,genesis,2010,Coupe,Yes,Petrol,3.8,151977 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,20.454545454545453
45803263,13485,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,30363 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45212809,22580,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,166720 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,23.541353383458645
45759898,15681,-,bmw,x5,2003,Jeep,Yes,Diesel,3.0 Turbo,280000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,15.619047619047619
45650059,3450,607,toyota,camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45757310,3293,1086,chevrolet,impala,2012,Sedan,Yes,Petrol,3.6,128195 km,6.0,Automatic,Front,04-May,Left wheel,Black,12,21.639344262295083
44954682,14113,761,toyota,prius,2010,Hatchback,No,Hybrid,1.8,123270 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,48.625
45474056,20385,-,nissan,juke,2013,Hatchback,No,Petrol,1.6,62000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10,28.571428571428573
45553463,18503,-,toyota,prius,2010,Hatchback,Yes,Hybrid,1.8,141000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,48.625
45801565,19676,531,hyundai,elantra,2012,Sedan,Yes,Petrol,1.6,152000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45263544,7527,-,honda,odyssey,2005,Minivan,No,Petrol,2.4,225000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,12,20.452380952380953
45646456,18817,609,toyota,camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45793081,6272,789,chevrolet,cruze,2009,Sedan,Yes,Petrol,1.6,66444 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,31.0
45811158,706,986,lexus,hs 250h,2010,Sedan,Yes,Hybrid,2.4,275654 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,34.333333333333336
45660726,470,753,hyundai,sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,23.79824561403509
45761256,314,259,chevrolet,volt,2014,Hatchback,Yes,Hybrid,1.4,131893 km,4.0,Automatic,Front,04-May,Left wheel,Brown,0,39.22222222222222
45797618,20005,531,hyundai,elantra,2012,Sedan,Yes,Petrol,1.6,107179 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45815373,31361,-,infiniti,ex37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2,20.0
45632043,2666,382,ford,fusion,2015,Sedan,Yes,Hybrid,2,100747 km,4.0,Automatic,Front,04-May,Left wheel,Green,0,22.444444444444443
45362670,21950,-,toyota,camry,2014,Coupe,No,Petrol,2.5,92000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Blue,6,23.541353383458645
45806474,10349,-,volkswagen,jetta,2009,Sedan,No,Petrol,2.5,166400 km,5.0,Automatic,Front,04-May,Left wheel,Black,8,27.428571428571427
45652855,188,831,hyundai,sonata,2011,Sedan,Yes,Hybrid,2.4,108826 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,23.79824561403509
45651904,1646,640,ford,fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,22.444444444444443
45645917,314,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45811231,22580,781,toyota,camry,2012,Sedan,Yes,Petrol,2.5,13800 km,6.0,Tiptronic,Front,04-May,Left wheel,Blue,12,23.541353383458645
44930395,19444,-,hyundai,elantra,2016,Sedan,No,Petrol,1.8,75200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10,28.050505050505052
43832175,13956,-,toyota,camry,2014,Sedan,Yes,Hybrid,2.5,266000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,23.541353383458645
45768404,157,1363,lexus,gx 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0,16.5
45655558,3293,761,toyota,prius,2010,Hatchback,Yes,Hybrid,1.8,159382 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45645797,5018,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
